tf	target
LEF1	CLDN2
LEF1	CTNNB1
LEF1	DCT
LEF1	DSP
LEF1	EDA
LEF1	ELANE
LEF1	MITF
LEF1	MMP7
LEF1	MYC
LEF1	MYCBP
LEF1	NRCAM
LEF1	NT5E
LEF1	RAG2
LEF1	SNAI2
LEF1	TBXT
LEF1	TCF3
MITF	ACP5
MITF	APEX1
MITF	BCL2
MITF	BCL2A1
MITF	BEST1
MITF	BIRC7
MITF	CDK2
MITF	CDKN2A
MITF	CLCN7
MITF	CTSK
MITF	DCT
MITF	DIAPH1
MITF	FOS
MITF	GPNMB
MITF	GPR143
MITF	HERC2
MITF	HIF1A
MITF	HOXB4
MITF	ITPR1
MITF	KIT
MITF	MAPRE2
MITF	MET
MITF	MLANA
MITF	OCA2
MITF	PMEL
MITF	PPARGC1A
MITF	PRKCB
MITF	RAB27A
MITF	SERPINF1
MITF	SNAI2
MITF	STARD13
MITF	TBC1D1
MITF	TRPM1
MITF	TYR
MITF	TYRP1
MYB	ANPEP
MYB	BCL2
MYB	CCNA1
MYB	CD34
MYB	CD4
MYB	CEBPA
MYB	COL1A1
MYB	CTSG
MYB	DHRS2
MYB	ELANE
MYB	ERBB2
MYB	GSTM1
MYB	KLF1
MYB	LCK
MYB	LMO2
MYB	MAT2A
MYB	MYC
MYB	NMU
MYB	NR3C1
MYB	RAG2
MYB	SIM2
MYB	SP3
MYB	TK1
MYB	WAS
MYB	WT1
MYC	ACADM
MYC	ACE
MYC	ACO2
MYC	ACOX1
MYC	ACP3
MYC	ACP5
MYC	ACTG1
MYC	ACYP2
MYC	ADCY9
MYC	AHSG
MYC	AIMP2
MYC	AKAP1
MYC	AKR1A1
MYC	ALDH9A1
MYC	ALG5
MYC	AMD1
MYC	AMPD2
MYC	AMPD3
MYC	APC
MYC	APEX1
MYC	APP
MYC	AQR
MYC	ARF1
MYC	ARF4
MYC	ARFGAP2
MYC	ARSB
MYC	ASCL2
MYC	ASS1
MYC	ATAD3B
MYC	ATF4
MYC	ATF7
MYC	ATP1A2
MYC	ATP6V1G2
MYC	AVP
MYC	BAX
MYC	BBC3
MYC	BCL2
MYC	BCL2L12
MYC	BCL3
MYC	BLK
MYC	BMP4
MYC	BRCA1
MYC	BRCA2
MYC	BRD7
MYC	BSG
MYC	C9orf43
MYC	CAD
MYC	CASP8
MYC	CASP8AP2
MYC	CASP9
MYC	CBS
MYC	CBX3
MYC	CBX5
MYC	CCKBR
MYC	CCNA2
MYC	CCNB1
MYC	CCND1
MYC	CCND2
MYC	CCNE1
MYC	CCT5
MYC	CD63
MYC	CD79B
MYC	CDC25A
MYC	CDC25C
MYC	CDK4
MYC	CDK6
MYC	CDKN1A
MYC	CDKN2B
MYC	CEACAM5
MYC	CEBPA
MYC	CFLAR
MYC	CHRNB1
MYC	CKS2
MYC	CLCN6
MYC	CLINT1
MYC	CLP1
MYC	CLUH
MYC	CLUL1
MYC	CMAS
MYC	COL4A1
MYC	COX7A2L
MYC	CRAT
MYC	CRIPT
MYC	CSDE1
MYC	CST5
MYC	CSTB
MYC	CTSF
MYC	CXCL2
MYC	CXCR4
MYC	CXXC1
MYC	DCK
MYC	DDX11
MYC	DDX18
MYC	DDX5
MYC	DFFA
MYC	DKC1
MYC	DLEU1
MYC	DLEU2
MYC	DMAC2L
MYC	DNPH1
MYC	DPY30
MYC	DUSP1
MYC	E2F1
MYC	EGR3
MYC	EIF3C
MYC	EIF4A1
MYC	EIF4B
MYC	EIF4E
MYC	EIF4EBP2
MYC	EIF5A2
MYC	ELK1
MYC	ENO1
MYC	ENTPD7
MYC	EPB42
MYC	EPHX1
MYC	ESD
MYC	ETS2
MYC	EXOSC8
MYC	FAH
MYC	FASLG
MYC	FASN
MYC	FECH
MYC	FGF9
MYC	FGFR4
MYC	FOSL1
MYC	FOXM1
MYC	FPGS
MYC	FUT1
MYC	FXN
MYC	FXR1
MYC	GADD45A
MYC	GALT
MYC	GAPDH
MYC	GAS8
MYC	GLA
MYC	GNL3
MYC	GOLPH3
MYC	GPR4
MYC	GSK3B
MYC	GSTP1
MYC	GTF2H2
MYC	H2AZ1
MYC	H4C14
MYC	HBA2
MYC	HBP1
MYC	HDAC2
MYC	HDAC3
MYC	HERC5
MYC	HERPUD1
MYC	HES1
MYC	HIF1A
MYC	HINT1
MYC	HLA-F
MYC	HMBS
MYC	HMGN2
MYC	HMOX1
MYC	HNRNPA1
MYC	HNRNPA2B1
MYC	HNRNPDL
MYC	HOXD13
MYC	HOXD3
MYC	HSD11B2
MYC	HSP90AA2P
MYC	HSPA4
MYC	HSPA8
MYC	HSPA9
MYC	HSPD1
MYC	HSPE1
MYC	ICAM1
MYC	ID2
MYC	ID3
MYC	IER3
MYC	IL11RA
MYC	IL13
MYC	IL2
MYC	IMPA2
MYC	INSM1
MYC	INSR
MYC	IRF2
MYC	IRF3
MYC	ISG20
MYC	ITGA6
MYC	ITGB1
MYC	JUN
MYC	JUNB
MYC	KIAA1586
MYC	KLF1
MYC	KLK10
MYC	LAIR1
MYC	LAIR2
MYC	LAMB2
MYC	LAMP1
MYC	LBR
MYC	LDHA
MYC	LDHB
MYC	LMNA
MYC	LMX1B
MYC	LTA4H
MYC	LTB
MYC	MAGEA3
MYC	MAN2A2
MYC	MBD1
MYC	MCM7
MYC	MDM2
MYC	MEIS1
MYC	MEIS2
MYC	MELTF
MYC	MEN1
MYC	MET
MYC	METTL1
MYC	MFAP1
MYC	MGST1
MYC	MNT
MYC	MNX1
MYC	MPO
MYC	MSH2
MYC	MSN
MYC	MST1
MYC	MTERF1
MYC	MTHFD1
MYC	MTHFR
MYC	MUC1
MYC	MYBL2
MYC	MYCL
MYC	NAP1L1
MYC	NAT10
MYC	NCL
MYC	NDRG1
MYC	NEFM
MYC	NFIL3
MYC	NFKBIL1
MYC	NID1
MYC	NIT1
MYC	NME1
MYC	NME2
MYC	NOD1
MYC	NOL7
MYC	NOP56
MYC	NOTCH4
MYC	NPM1
MYC	NR1D1
MYC	NRAS
MYC	NTHL1
MYC	NTN3
MYC	NUP155
MYC	NXT1
MYC	OCA2
MYC	ODC1
MYC	PAICS
MYC	PARP1
MYC	PCBD2
MYC	PCNA
MYC	PDHA1
MYC	PER1
MYC	PEX14
MYC	PEX3
MYC	PFDN6
MYC	PHB
MYC	PIGF
MYC	PIK3C3
MYC	PKM
MYC	PKP1
MYC	PLA2G4A
MYC	PMAIP1
MYC	POLB
MYC	POLD2
MYC	POLE3
MYC	PPAT
MYC	PPID
MYC	PPIF
MYC	PPP1R7
MYC	PQBP1
MYC	PRDM8
MYC	PRDX3
MYC	PRKDC
MYC	PRTN3
MYC	PSEN2
MYC	PSMB1
MYC	PSMG1
MYC	PTEN
MYC	PTGER2
MYC	PTMA
MYC	PTPA
MYC	QDPR
MYC	RAD51
MYC	RARA
MYC	RARB
MYC	RBBP4
MYC	RBM39
MYC	RBM8A
MYC	RCC1
MYC	RFC2
MYC	RGS2
MYC	RHOG
MYC	RIDA
MYC	RPL10
MYC	RPL13
MYC	RPL19
MYC	RPL22
MYC	RPL23
MYC	RPL26
MYC	RPL27
MYC	RPL27A
MYC	RPL3
MYC	RPL32
MYC	RPL6
MYC	RPS15
MYC	RPS15A
MYC	RPS16
MYC	RPS19
MYC	RPS20
MYC	RPS6
MYC	SCARB1
MYC	SEC23B
MYC	SFMBT1
MYC	SFXN3
MYC	SHMT1
MYC	SIM2
MYC	SIRT1
MYC	SLA
MYC	SLBP
MYC	SLC19A1
MYC	SLC25A28
MYC	SLC25A3
MYC	SLC28A2
MYC	SLC2A4
MYC	SLC4A2
MYC	SLC9A3R2
MYC	SLIT1
MYC	SMARCAD1
MYC	SMN1
MYC	SNRPB
MYC	SNRPB2
MYC	SNRPD3
MYC	SPAST
MYC	SQSTM1
MYC	SRD5A1
MYC	SRM
MYC	SRSF1
MYC	ST3GAL1
MYC	STAT6
MYC	STMN1
MYC	SURF6
MYC	SYNGR2
MYC	TCF12
MYC	TCIRG1
MYC	TERT
MYC	TFAP4
MYC	TFRC
MYC	TGFB1
MYC	TGFB2
MYC	TGFB3
MYC	THBS1
MYC	THBS4
MYC	THRAP3
MYC	TNFRSF8
MYC	TOMM20
MYC	TOP1
MYC	TP53
MYC	TPM2
MYC	TRAP1
MYC	TSC2
MYC	TUBG2
MYC	TXN
MYC	TYMS
MYC	UBA52
MYC	UBE2C
MYC	UCP1
MYC	UCP3
MYC	UROD
MYC	UXT
MYC	VAMP2
MYC	VEGFA
MYC	VHL
MYC	WDR36
MYC	WNT10B
MYC	WRN
MYC	WT1
MYC	YBX3
MYC	ZFP36L1
MYC	ZNF146
MYC	ZNF234
MYC	ZNF271P
MYC	ZNF304
MYC	ZNF451
MYC	ZSCAN9
MYCN	CTSD
MYCN	MCM2
MYCN	MCM3
MYCN	MCM4
MYCN	MCM5
MYCN	MCM6
MYCN	MCM7
MYCN	MCM8
MYCN	MDM2
MYCN	MXI1
MYCN	NDRG1
MYCN	NES
MYCN	TP53
NFATC2	CD40LG
NFATC2	CDK4
NFATC2	CSF2
NFATC2	EGR3
NFATC2	FOXP3
NFATC2	IFNG
NFATC2	IL2
NFATC2	IL4
NFATC2	IL5
NFATC2	TERT
NFIC	ALAS1
NFIC	C4BPB
NFIC	COL18A1
NFIC	COL1A1
NFIC	CSH1
NFIC	CYP17A1
NFIC	CYP1A1
NFIC	FABP7
NFIC	GFAP
NFIC	GTF3C1
NFIC	GTF3C2
NFIC	GUCY1B1
NFIC	HMGB1
NFIC	HSD11B2
NFIC	ITGA5
NFIC	JUN
NFIC	MATN1
NFIC	MYC
NFIC	POLD2
NFIC	POLE2
NFIC	PROC
NFIC	SLC2A4
NFIC	SLC34A2
NFIC	SMUG1
NFIC	TFAP2A
NFIC	TFPI2
NFIC	TP53
NFIC	VWF
NFKB1	A2M
NFKB1	ABCB1
NFKB1	ADORA1
NFKB1	AGER
NFKB1	AGT
NFKB1	AKT1
NFKB1	ALOX5AP
NFKB1	AMH
NFKB1	AR
NFKB1	ATF3
NFKB1	B2M
NFKB1	BCL2
NFKB1	BCL2A1
NFKB1	BCL2L1
NFKB1	BCL3
NFKB1	BIRC2
NFKB1	BIRC3
NFKB1	BIRC5
NFKB1	BRCA1
NFKB1	BRCA2
NFKB1	BST1
NFKB1	CCL11
NFKB1	CCL2
NFKB1	CCL22
NFKB1	CCL3
NFKB1	CCL4
NFKB1	CCL5
NFKB1	CCND1
NFKB1	CCND2
NFKB1	CCR7
NFKB1	CD40
NFKB1	CD40LG
NFKB1	CD58
NFKB1	CD69
NFKB1	CD74
NFKB1	CD80
NFKB1	CD83
NFKB1	CD86
NFKB1	CDK4
NFKB1	CFLAR
NFKB1	CFTR
NFKB1	COL1A1
NFKB1	COL1A2
NFKB1	CR2
NFKB1	CRMP1
NFKB1	CRP
NFKB1	CSF1
NFKB1	CSF2
NFKB1	CSNK2A1
NFKB1	CTCF
NFKB1	CTSB
NFKB1	CXCL1
NFKB1	CXCL10
NFKB1	CXCL2
NFKB1	CXCL3
NFKB1	CXCL5
NFKB1	CXCL8
NFKB1	CYP19A1
NFKB1	CYP27B1
NFKB1	DEFB4A
NFKB1	EBI3
NFKB1	EDN1
NFKB1	EGFR
NFKB1	ELF3
NFKB1	F3
NFKB1	F8
NFKB1	FAS
NFKB1	FASLG
NFKB1	FBP1
NFKB1	FCGRT
NFKB1	FN1
NFKB1	GADD45A
NFKB1	GADD45G
NFKB1	GATA3
NFKB1	GDNF
NFKB1	GSTP1
NFKB1	HIF1A
NFKB1	HLA-F
NFKB1	HMOX1
NFKB1	HSD11B2
NFKB1	ICAM1
NFKB1	IER3
NFKB1	IFNA1
NFKB1	IFNB1
NFKB1	IFNG
NFKB1	IL10
NFKB1	IL12A
NFKB1	IL12B
NFKB1	IL17C
NFKB1	IL18
NFKB1	IL1A
NFKB1	IL1B
NFKB1	IL1RN
NFKB1	IL2
NFKB1	IL23A
NFKB1	IL2RA
NFKB1	IL4
NFKB1	IL5
NFKB1	IL6
NFKB1	IRF1
NFKB1	IRF4
NFKB1	IRF7
NFKB1	JUNB
NFKB1	KLK3
NFKB1	LPL
NFKB1	LTA
NFKB1	MADCAM1
NFKB1	MAT2A
NFKB1	MICA
NFKB1	MMP13
NFKB1	MMP14
NFKB1	MMP2
NFKB1	MMP3
NFKB1	MMP9
NFKB1	MYB
NFKB1	MYC
NFKB1	NFKBIA
NFKB1	NOD2
NFKB1	NOLC1
NFKB1	NOS1
NFKB1	NOS2
NFKB1	NOS3
NFKB1	NQO1
NFKB1	PDE7A
NFKB1	PDGFB
NFKB1	PIGR
NFKB1	PLAU
NFKB1	PLAUR
NFKB1	PTAFR
NFKB1	PTGS2
NFKB1	PTHLH
NFKB1	PTPN13
NFKB1	RIPK2
NFKB1	RRM2B
NFKB1	SAA2
NFKB1	SELE
NFKB1	SERPINA3
NFKB1	SERPINB1
NFKB1	SERPINE1
NFKB1	SOCS3
NFKB1	SOD2
NFKB1	TBX21
NFKB1	TFF3
NFKB1	TFPI2
NFKB1	THBD
NFKB1	TIMP1
NFKB1	TLR2
NFKB1	TNC
NFKB1	TNF
NFKB1	TNFAIP3
NFKB1	TNFRSF10A
NFKB1	TNFRSF10B
NFKB1	TNFSF10
NFKB1	TP53
NFKB1	TRAF1
NFKB1	TRAF2
NFKB1	VCAM1
NFKB1	VEGFA
NFKB1	VEGFC
NFKB1	VEGFD
NFKB1	VIM
NFKB1	VWF
NFKB1	WT1
NFKB1	XIAP
NR2F2	ACTA1
NR2F2	APOA1
NR2F2	APOA2
NR2F2	APOB
NR2F2	APOC2
NR2F2	APOC3
NR2F2	BGLAP
NR2F2	CETP
NR2F2	F9
NR2F2	HNF4A
NR2F2	MYH6
NR2F2	MYOD1
NR2F2	MYOG
NR2F2	OXT
NR2F2	PENK
NR2F2	POU5F1
NR2F2	PPARA
NR2F2	TF
NR3C1	ATF2
NR3C1	ATP1B1
NR3C1	BGLAP
NR3C1	CALD1
NR3C1	CDK6
NR3C1	ETS1
NR3C1	NR1I3
NR3C1	RLN1
NR3C1	RLN2
NR3C1	SCNN1A
NR5A1	AMH
NR5A1	AMHR2
NR5A1	CYP11A1
NR5A1	CYP11B1
NR5A1	CYP11B2
NR5A1	CYP17A1
NR5A1	CYP19A1
NR5A1	CYP21A2
NR5A1	HSD3B2
NR5A1	LHB
NR5A1	MC2R
NR5A1	NR0B1
NR5A1	POU5F1
NR5A1	SRY
NR5A1	STAR
PAX6	CTNND2
PAX6	GCK
PAX6	ITGA5
PAX6	ITGB1
PAX6	KRT12
PAX6	MET
PAX6	MMP2
PAX6	NANOG
PAX6	NECAB2
PAX6	OLFM3
PAX6	PCSK1
PAX6	PDHX
PAX6	POU5F1
PAX8	BCL2
PAX8	E2F1
PAX8	GATA3
PAX8	NCAM1
PAX8	SLC5A5
PAX8	TERT
PAX8	TG
PAX8	TP53
PAX8	TPO
PAX8	TSHR
PAX8	WT1
PGR	BCL2
PGR	CCND1
PGR	CYP19A1
PGR	ESR1
PGR	HLTF
PGR	IGFBP1
PGR	KLK3
PGR	MYC
PGR	RLN1
PGR	RLN2
PGR	VEGFA
POU2F1	BDKRB1
POU2F1	CCND1
POU2F1	CDX2
POU2F1	CXCR5
POU2F1	GADD45A
POU2F1	GCM1
POU2F1	GNRH1
POU2F1	H2BC21
POU2F1	HBG1
POU2F1	HLA-DRA
POU2F1	HPGDS
POU2F1	IL2
POU2F1	IL3
POU2F1	IL4
POU2F1	IL5
POU2F1	LCT
POU2F1	MS4A2
POU2F1	MYC
POU2F1	PLAU
POU2F1	POU2AF1
POU2F1	PTGIR
POU2F1	RPTOR
POU2F1	RRM2B
POU2F1	SNAPC1
POU2F1	SPI1
POU2F1	SPP1
POU2F1	ST6GAL1
POU2F1	TFAP2A
POU2F1	TRA
POU2F1	TSC22D3
POU2F1	TXNRD1
POU2F1	UGT2B7
POU2F1	VCAM1
POU2F1	VWF
PPARA	ACOX1
PPARA	ACOX2
PPARA	ACSL1
PPARA	ANGPTL4
PPARA	APOA1
PPARA	APOA4
PPARA	APOA5
PPARA	APOB
PPARA	APOBR
PPARA	APOC3
PPARA	CCND1
PPARA	CD36
PPARA	CPT1A
PPARA	CYP1A1
PPARA	CYP4A11
PPARA	CYP7A1
PPARA	FABP1
PPARA	FABP3
PPARA	FADS2
PPARA	HMGCS1
PPARA	HMGCS2
PPARA	LPL
PPARA	MMP12
PPARA	MMP9
PPARA	MYC
PPARA	NFKBIA
PPARA	PANK1
PPARA	PCK1
PPARA	PTGS2
PPARA	SERPINE1
PPARA	TUBA1B
PPARA	UCP1
PPARG	ABCG2
PPARG	ADIPOQ
PPARG	ANGPTL4
PPARG	APOB
PPARG	APOBR
PPARG	ATP2A2
PPARG	BCL2
PPARG	CCND1
PPARG	CD36
PPARG	CD83
PPARG	CDKN1A
PPARG	CPT1B
PPARG	CYP27A1
PPARG	DBI
PPARG	EGFR
PPARG	FABP4
PPARG	GK
PPARG	GSTA2
PPARG	LIPE
PPARG	LPL
PPARG	MMP1
PPARG	MMP9
PPARG	MYC
PPARG	NR1D1
PPARG	NR1H3
PPARG	PCK1
PPARG	PLIN2
PPARG	POU2F1
PPARG	PTEN
PPARG	PTGS2
PPARG	RARB
PPARG	RETN
PPARG	SAT1
PPARG	SCARB1
PPARG	SERPINE1
PPARG	SLC2A4
PPARG	TNFRSF11B
PPARG	TP53
PPARG	TSHR
PPARG	UCP1
PPARG	VLDLR
RARA	BTG2
RARA	CASP9
RARA	CCNA1
RARA	CDKN1A
RARA	CEBPE
RARA	CRABP2
RARA	CXCR5
RARA	CYP26A1
RARA	ETS1
RARA	GPRC5A
RARA	HNF4A
RARA	HOXA1
RARA	HOXA4
RARA	HOXA7
RARA	HOXB4
RARA	HOXD4
RARA	HSD17B2
RARA	ICAM1
RARA	IER3
RARA	MACROD1
RARA	MAOB
RARA	MUC5AC
RARA	MYC
RARA	NR1I3
RARA	NRIP1
RARA	PCK1
RARA	PLAAT4
RARA	PLAT
RARA	PLAU
RARA	PRKCA
RARA	RARB
RARA	RARG
RARA	RPTOR
RARA	SCD
RARA	SFTPB
RARA	THBD
RARA	TNFAIP2
RARA	TPO
REL	BIRC3
REL	CCL2
REL	CCL5
REL	CD40LG
REL	CRP
REL	CSF2
REL	CSRP1
REL	EPHB2
REL	F3
REL	ICAM1
REL	IER3
REL	IFNG
REL	IL12B
REL	IL1B
REL	IL2
REL	IL2RA
REL	IL6
REL	NFKBIA
REL	SELE
REL	TNFAIP3
RELA	ABCB1
RELA	AGER
RELA	AGT
RELA	AKT1
RELA	AMH
RELA	AR
RELA	BAX
RELA	BCL2
RELA	BCL2A1
RELA	BCL2L1
RELA	BCL3
RELA	BIRC2
RELA	BIRC3
RELA	BIRC5
RELA	BNIP3
RELA	BRCA2
RELA	CCL11
RELA	CCL2
RELA	CCL20
RELA	CCL3
RELA	CCL4
RELA	CCL5
RELA	CCND1
RELA	CCR5
RELA	CD40
RELA	CD40LG
RELA	CD58
RELA	CD69
RELA	CD74
RELA	CD83
RELA	CD86
RELA	CDK4
RELA	CDK6
RELA	CDKN1A
RELA	CFLAR
RELA	CFTR
RELA	COL1A1
RELA	COL1A2
RELA	COL2A1
RELA	CR2
RELA	CRHR1
RELA	CSF1
RELA	CSF2
RELA	CTSB
RELA	CXCL1
RELA	CXCL10
RELA	CXCL2
RELA	CXCL3
RELA	CXCL5
RELA	CXCL8
RELA	CXCR4
RELA	CYP3A4
RELA	DEFB4A
RELA	EBI3
RELA	EDN1
RELA	EGFR
RELA	EGR1
RELA	ELF3
RELA	EPAS1
RELA	F3
RELA	FCGRT
RELA	FGF8
RELA	FN1
RELA	GADD45G
RELA	GATA3
RELA	GSTP1
RELA	HDAC1
RELA	HIF1A
RELA	ICAM1
RELA	IER3
RELA	IFNA1
RELA	IFNB1
RELA	IFNG
RELA	IL10
RELA	IL12A
RELA	IL12B
RELA	IL17C
RELA	IL18
RELA	IL1A
RELA	IL1B
RELA	IL2
RELA	IL23A
RELA	IL2RA
RELA	IL4
RELA	IL6
RELA	IRF1
RELA	IRF4
RELA	IRF7
RELA	KLK3
RELA	MAT2A
RELA	MCL1
RELA	MICA
RELA	MMP14
RELA	MMP2
RELA	MMP3
RELA	MMP9
RELA	MYC
RELA	NCAM1
RELA	NFKB1
RELA	NFKB2
RELA	NFKBIA
RELA	NOLC1
RELA	NOS2
RELA	NOS3
RELA	NR4A1
RELA	OPTN
RELA	PCK2
RELA	PGR
RELA	PIGR
RELA	PLAU
RELA	PLAUR
RELA	PPARA
RELA	PPARD
RELA	PTGS2
RELA	PTHLH
RELA	PTPN13
RELA	PTX3
RELA	RIPK2
RELA	S100A6
RELA	SAA2
RELA	SELE
RELA	SERPINE1
RELA	SIRT1
RELA	SLC25A27
RELA	SNAI1
RELA	SOCS3
RELA	SOD2
RELA	TBX21
RELA	THBD
RELA	TIMP1
RELA	TNC
RELA	TNF
RELA	TNFAIP3
RELA	TNFRSF10A
RELA	TNFRSF10B
RELA	TP53
RELA	TRAF1
RELA	TRAF2
RELA	TRIB3
RELA	VCAM1
RELA	VEGFA
RELA	VEGFD
RELA	WT1
RELA	XIAP
RFX5	CD74
RFX5	COL1A2
RFX5	HLA-DMA
RFX5	HLA-DMB
RFX5	HLA-DOA
RFX5	HLA-DOB
RFX5	HLA-DPA1
RFX5	HLA-DPB1
RFX5	HLA-DQA1
RFX5	HLA-DQA2
RFX5	HLA-DQB1
RFX5	HLA-DRA
RFX5	HLA-DRB1
RFX5	HLA-DRB3
RFX5	HLA-DRB4
RFX5	HLA-DRB5
RUNX1	ARHGAP10
RUNX1	CSF1R
RUNX1	FYB1
RUNX1	HIVEP3
RUNX1	IL2
RUNX1	IL3
RUNX1	ITGAX
RUNX1	ITGB2
RUNX1	KLK3
RUNX1	LCP2
RUNX1	LGALS3
RUNX1	MAD2L1
RUNX1	MECOM
RUNX1	NFKB1
RUNX1	PIK3CD
RUNX1	PRKCB
RUNX1	PRKCQ
RUNX1	PRR5L
RUNX1	RORC
RUNX1	SMAD3
RUNX1	SPI1
RXRA	ABCB11
RXRA	ABCC3
RXRA	CPT1B
RXRA	CXCR5
RXRA	CYP3A4
RXRA	CYP7A1
RXRA	HNF1A
RXRA	HSD17B2
RXRA	NOL7
RXRA	NR1H3
RXRA	PLD1
RXRA	SREBF1
SMAD3	AHR
SMAD3	ANKRD1
SMAD3	APOC3
SMAD3	BAMBI
SMAD3	BGLAP
SMAD3	CCND2
SMAD3	CDKN1A
SMAD3	COL1A1
SMAD3	COL3A1
SMAD3	COL6A1
SMAD3	COL6A3
SMAD3	COL7A1
SMAD3	CYP17A1
SMAD3	EDN1
SMAD3	EPO
SMAD3	FOXP3
SMAD3	FSTL3
SMAD3	GLI2
SMAD3	ITGA11
SMAD3	JUN
SMAD3	MET
SMAD3	MMP9
SMAD3	MYC
SMAD3	POR
SMAD3	PTHLH
SMAD3	SERPINE1
SMAD3	SMAD7
SMAD3	TERT
SMAD3	TGFB1
SMAD3	TIMP1
SMAD3	TNC
SMAD3	VEGFA
SMAD3	ZFP36
SMAD4	AHR
SMAD4	APOC3
SMAD4	BAMBI
SMAD4	BGLAP
SMAD4	BTRC
SMAD4	CCN1
SMAD4	CDKN1A
SMAD4	CDKN2B
SMAD4	COL7A1
SMAD4	DACH1
SMAD4	EPO
SMAD4	FSHB
SMAD4	FSTL3
SMAD4	IHH
SMAD4	JUN
SMAD4	MET
SMAD4	MYC
SMAD4	NKX2-5
SMAD4	POR
SMAD4	PTHLH
SMAD4	RUNX1T1
SMAD4	SERPINE1
SMAD4	SMAD7
SMAD4	TGFB1
SMAD4	TNC
SMAD4	TNFRSF11B
SMAD4	ZFP36
SOX10	ASCL1
SOX10	COL11A2
SOX10	DCT
SOX10	EDNRB
SOX10	EGR2
SOX10	GJB1
SOX10	GJC2
SOX10	MAG
SOX10	MBP
SOX10	MITF
SOX10	MPZ
SOX10	PDGFRA
SOX10	PLP1
SOX10	RET
SOX10	SOX6
SOX10	TYR
SOX2	ABCC6
SOX2	CCND1
SOX2	DLGAP1
SOX2	GLI2
SOX2	GLI3
SOX2	HHAT
SOX2	ISL1
SOX2	NANOG
SOX2	NTRK3
SOX2	RHO
SOX9	AMH
SOX9	CDKN1A
SOX9	CEACAM1
SOX9	CLDN7
SOX9	COL9A1
SOX9	COMP
SOX9	HAPLN1
SOX9	HES1
SOX9	MATN1
SOX9	MIA
SOX9	NKX3-2
SOX9	PRAME
SOX9	RGR
SP1	ABCB1
SP1	ABCC1
SP1	ABCC3
SP1	ACAN
SP1	ACTA1
SP1	ACTC1
SP1	ADA
SP1	ADAM10
SP1	ADAM17
SP1	ADGRE5
SP1	ADH6
SP1	ADIPOQ
SP1	ADRA1A
SP1	ADRA2B
SP1	ADRB3
SP1	AGT
SP1	AGTR1
SP1	AHR
SP1	ALDOA
SP1	ALOX12
SP1	ALOX15B
SP1	ALOX5
SP1	APEX1
SP1	APOA1
SP1	APOE
SP1	APP
SP1	AR
SP1	AREG
SP1	ATF2
SP1	ATM
SP1	ATP1A3
SP1	ATP2A2
SP1	B4GALT1
SP1	BAX
SP1	BCL2
SP1	BIRC5
SP1	BLMH
SP1	BRCA1
SP1	BRD7
SP1	BSG
SP1	BTK
SP1	C1QBP
SP1	CA9
SP1	CAT
SP1	CAV1
SP1	CCK
SP1	CCL2
SP1	CCN2
SP1	CCNA1
SP1	CCND1
SP1	CCND2
SP1	CD14
SP1	CD151
SP1	CD163
SP1	CD19
SP1	CD28
SP1	CD44
SP1	CD83
SP1	CD9
SP1	CD99
SP1	CDC25C
SP1	CDH3
SP1	CDK1
SP1	CDK6
SP1	CDKN1A
SP1	CDKN1B
SP1	CDKN2A
SP1	CDKN2B
SP1	CDKN2C
SP1	CDKN2D
SP1	CENPW
SP1	CERS2
SP1	CES1
SP1	CETP
SP1	CHRNB4
SP1	COL18A1
SP1	COL1A1
SP1	COL1A2
SP1	COL2A1
SP1	COL7A1
SP1	CREM
SP1	CRMP1
SP1	CSNK2A1
SP1	CTSD
SP1	CTSL
SP1	CXCL1
SP1	CXCL5
SP1	CYP11A1
SP1	CYP17A1
SP1	CYP19A1
SP1	CYP1B1
SP1	CYP27A1
SP1	CYP2F1
SP1	CYP3A4
SP1	CYP3A5
SP1	CYP3A7
SP1	CYP7A1
SP1	CYP7B1
SP1	DBH
SP1	DCK
SP1	DRG2
SP1	E2F1
SP1	EAPP
SP1	EDNRB
SP1	EGFR
SP1	EGR1
SP1	EPO
SP1	EPOR
SP1	ESR1
SP1	ETS2
SP1	EZR
SP1	F10
SP1	F2R
SP1	F3
SP1	F7
SP1	FAS
SP1	FASLG
SP1	FES
SP1	FGL2
SP1	FMR1
SP1	FN1
SP1	FOS
SP1	FOSL1
SP1	FURIN
SP1	FXR2
SP1	GAST
SP1	GCLC
SP1	GFER
SP1	GH2
SP1	GJA1
SP1	GSTP1
SP1	H4C14
SP1	HBZ
SP1	HCN2
SP1	HDAC4
SP1	HLA-G
SP1	HMGA2
SP1	HNF4A
SP1	HOXB7
SP1	HPR
SP1	HRAS
SP1	HSD17B1
SP1	HSD17B2
SP1	HSD3B1
SP1	HSPA1A
SP1	HSPB1
SP1	HTR1A
SP1	HTT
SP1	IER3
SP1	IFNGR1
SP1	IGF1R
SP1	IGF2
SP1	IGFBP1
SP1	IGFBP3
SP1	IGFBP4
SP1	IL10
SP1	IL12B
SP1	IL1A
SP1	IL2
SP1	IL2RB
SP1	IL3
SP1	IMPDH2
SP1	INSR
SP1	IRS2
SP1	ITGA2
SP1	ITGA5
SP1	ITGAD
SP1	ITGAV
SP1	ITGAX
SP1	IVL
SP1	JUN
SP1	KDR
SP1	KIF2C
SP1	KIT
SP1	KLF8
SP1	KLK3
SP1	KRT16
SP1	KRT18
