"","source","target","Annotation","Direction","Score"
"4738","GSTK1","VDAC1","predicted","-",0.64
"4739","GSTM2","GSTM3","predicted","-",0.98
"4740","GSTM3","GSTM4","predicted","-",1
"4741","GSTM3","GSTM5","predicted","-",0.98
"4742","GSTM3","KLF2","GErel: expression by","<-",1
"4743","GSTM3","NFE2L2","GErel: expression by","<-",1
"4744","GSTP1","RELA","expression regulated by","<-",1
"4745","GTF2A1","RELA","complex; input","-",1
"4746","GTF2B","RELA","complex; input","-",1
"4747","GTF2F1","ID1","expression regulates","->",1
"4748","GTF2F1","MYC","expression regulates","->",1
"4749","GTF2F1","RNGTT","complex; input","-",1
"4750","GTF2F2","RNGTT","complex; input","-",1
"4751","GTF2H1","MYC","expression regulated by","<-",1
"4752","GTF2H1","RNGTT","complex; input","-",1
"4753","GTF2H2","RNGTT","complex; input","-",1
"4754","GTF2H3","RNGTT","complex; input","-",1
"4755","GTF2H4","RNGTT","complex; input","-",1
"4756","GTF2H5","RNGTT","complex; input","-",1
"4757","GTF3A","RELA","complex; input","-",1
"4758","GTPBP4","RPL24","predicted","-",0.66
"4759","H2BFWT","HIST1H4G","predicted","-",0.99
"4760","H2BFWT","HIST2H2AA3","complex","-",1
"4761","H3F3C","HIST1H4G","complex","-",1
"4762","HAMP","MYC","expression regulated by","<-",1
"4763","HAT1","HIST1H4G","PPrel: binding/association; predicted","-",1
"4764","HBA1","HBB","complex; reaction","-",1
"4765","HBA1","HBD","predicted","-",0.98
"4766","HBA1","HBE1","predicted","-",1
"4767","HBA1","HBG1","predicted","-",0.98
"4768","HBA1","HBG2","predicted","-",1
"4769","HBA1","HBQ1","predicted","-",0.98
"4770","HBA1","HLA-DPA1","predicted","-",0.58
"4771","HBA1","HP","complex; input","-",1
"4772","HBA1","HPR","PPrel: binding/association; complex; input","-",1
"4773","HBA1","HPX","input","-",1
"4774","HBA1","NFIC","expression regulated by","<-",1
"4775","HBA1","NOS3","predicted","-",0.77
"4776","HBA1","UBE3A","predicted","-",0.64
"4777","HBEGF","MMP16","PPrel: activated by","<-",1
"4778","HBEGF","MMP17","PPrel: activated by","<-",1
"4779","HBP1","MAPK11","complex; input","-",1
"4780","HBP1","MYC","complex; input","-",1
"4781","HCFC1","MYC","expression regulated by","<-",1
"4782","HCK","MAPK11","activate","->",1
"4783","HCK","PTK2B","PPrel: activation, phosphorylation; activated by","<->",1
"4784","HCST","MICA","complex; input","-",1
"4785","HDAC1","HIST2H2AA3","PPrel: binding/association","-",1
"4786","HDAC1","MYC","predicted","-",0.64
"4787","HDAC1","NR2E1","reaction","-",1
"4788","HDAC1","NR2E3","predicted","-",0.64
"4789","HDAC1","RELA","expression regulated by","<-",1
"4790","HDAC1","SMO","activated by; inhibit","<-|",1
"4791","HDAC1","TLE2","complex; input","-",1
"4792","HDAC10","HIST2H2AA3","PPrel: binding/association","-",1
"4793","HDAC11","HIST2H2AA3","PPrel: binding/association","-",1
"4794","HDAC2","HIST2H2AA3","PPrel: binding/association","-",1
"4795","HDAC2","HLF","expression regulates","->",1
"4796","HDAC2","MYC","activated by; inhibite","<-|",1
"4797","HDAC2","NR2E1","reaction","-",1
"4798","HDAC2","RELA","complex; expression regulated by; input","<-",1
"4799","HDAC2","SIX3","predicted","-",0.54
"4800","HDAC2","SMO","activated by; inhibit","<-|",1
"4801","HDAC2","TLE2","complex; input","-",1
"4802","HDAC3","HIST2H2AA3","PPrel: binding/association","-",1
"4803","HDAC3","MYC","complex; input; reaction","-",1
"4804","HDAC3","NR2E1","complex","-",1
"4805","HDAC3","NR2E3","predicted","-",0.64
"4806","HDAC3","RELA","activate; input","->",1
"4807","HDAC3","TGS1","activated by; inhibit; input","<-|",1
"4808","HDAC3","TLE2","complex; input","-",1
"4809","HDAC4","HIST2H2AA3","PPrel: binding/association","-",1
"4810","HDAC5","HIST2H2AA3","PPrel: binding/association","-",1
"4811","HDAC5","NR2E1","complex","-",1
"4812","HDAC6","HIST2H2AA3","PPrel: binding/association","-",1
"4813","HDAC6","RELA","predicted","-",0.54
"4814","HDAC7","HIST2H2AA3","PPrel: binding/association","-",1
"4815","HDAC7","NR2E1","complex","-",1
"4816","HDAC7","REL","predicted","-",0.64
"4817","HDAC8","HIST2H2AA3","PPrel: binding/association","-",1
"4818","HDAC8","TLE2","complex; input","-",1
"4819","HDAC9","HIST2H2AA3","PPrel: binding/association","-",1
"4820","HEATR1","WDR75","complex; input","-",1
"4821","HECTD2","RNF213","catalyze; catalyzed by; input","<->",1
"4822","HEPACAM","MYC","expression regulated by","<-",1
"4823","HERC5","RNF213","catalyze; catalyzed by; input","<->",1
"4824","HERC6","RNF213","catalyze; catalyzed by; input","<->",1
"4825","HES1","ID1","predicted","-",0.54
"4826","HES1","ID2","predicted","-",1
"4827","HES1","ID4","predicted","-",0.98
"4828","HES1","MYC","GErel: expression","->",1
"4829","HES1","RELA","predicted","-",0.54
"4830","HES1","TLE2","complex; input","-",1
"4831","HES5","MYC","GErel: expression","->",1
"4832","HEXB","HOXA1","predicted","-",0.64
"4833","HEY1","ID1","predicted","-",0.54
"4834","HEY1","MYC","GErel: expression","->",1
"4835","HEY1","TLE2","predicted","-",0.54
"4836","HEY2","ID4","predicted","-",0.97
"4837","HEY2","MYC","GErel: expression","->",1
"4838","HEYL","MYC","GErel: expression","->",1
"4839","HGS","IL2RB","predicted","-",0.64
"4840","HGS","SMO","predicted","-",0.56
"4841","HHLA2","TMIGD2","predicted","-",0.98
"4842","HIF1A","MYC","predicted","-",0.97
"4843","HIF1A","NOS2","GErel: expression; expression regulates","->",1
"4844","HIF1A","RELA","GErel: expression by","<-",1
"4845","HIGD2A","MYC","expression regulated by","<-",1
"4846","HINFP","TLE2","predicted","-",0.5
"4847","HIPK1","MYC","expression regulated by","<-",1
"4848","HIST1H2AC","HIST2H2AA3","predicted","-",0.92
"4849","HIST1H2AC","MYC","complex; input","-",1
"4850","HIST1H2BB","HIST1H4G","predicted","-",0.99
"4851","HIST1H2BB","HIST2H2AA3","complex","-",1
"4852","HIST1H2BC","HIST1H4G","predicted","-",0.66
"4853","HIST1H2BD","HIST1H4G","predicted","-",0.99
"4854","HIST1H2BD","HIST2H2AA3","complex","-",1
"4855","HIST1H2BH","HIST1H4G","predicted","-",0.99
"4856","HIST1H2BH","HIST2H2AA3","complex","-",1
"4857","HIST1H2BM","HIST1H4G","predicted","-",0.66
"4858","HIST1H2BO","HIST1H4G","predicted","-",0.99
"4859","HIST1H2BO","HIST2H2AA3","complex","-",1
"4860","HIST1H4G","HIST2H2BE","predicted","-",0.99
"4861","HIST1H4G","HIST2H2BF","predicted","-",0.99
"4862","HIST1H4G","HIST3H2BB","predicted","-",0.99
"4863","HIST1H4G","HIST3H3","complex","-",1
"4864","HIST1H4G","TAF1","predicted","-",0.66
"4865","HIST1H4G","TAF1L","predicted","-",0.66
"4866","HIST2H2AA3","HIST2H2AC","predicted","-",0.92
"4867","HIST2H2AA3","HIST2H2BE","complex","-",1
"4868","HIST2H2AA3","HIST2H2BF","complex","-",1
"4869","HIST2H2AA3","HIST3H2BB","complex","-",1
"4870","HIST2H2AA3","POU2F1","expression regulated by","<-",1
"4871","HIST2H2AA3","PPIA","PPrel: binding/association","-",1
"4872","HK1","MYC","GErel: expression by","<-",1
"4873","HK1","VDAC1","complex","-",1
"4874","HK2","MYC","GErel: expression by","<-",1
"4875","HK2","VDAC1","complex","-",1
"4876","HK3","MYC","GErel: expression by","<-",1
"4877","HK3","VDAC1","complex","-",1
"4878","HKDC1","MYC","GErel: expression by","<-",1
"4879","HKDC1","VDAC1","complex","-",1
"4880","HLA-A","IL2RB","activate","->",1
"4881","HLA-B","VDAC1","predicted","-",0.64
"4882","HLA-DPB1","LY86","predicted","-",0.59
"4883","HLF","JUN","expression regulated by","<-",1
"4884","HLF","JUNB","expression regulated by","<-",1
"4885","HLF","JUND","expression regulated by","<-",1
"4886","HLF","MAX","expression regulated by","<-",1
"4887","HLF","RORB","predicted","-",0.54
"4888","HLF","RUNX1","expression regulates","->",1
"4889","HLF","SMARCA4","expression regulated by","<-",1
"4890","HLF","SMARCB1","expression regulated by","<-",1
"4891","HLF","SNAI2","expression regulates","->",1
"4892","HLF","SPI1","expression regulated by","<-",1
"4893","HLF","TAL1","expression regulated by","<-",1
"4894","HLF","TBP","expression regulated by","<-",1
"4895","HLF","TEF","predicted","-",0.98
"4896","HLF","YY1","expression regulated by","<-",1
"4897","HMGB1","RELA","activate","->",1
"4898","HMOX1","RELA","predicted","-",0.54
"4899","HNF4A","ID1","expression regulates","->",1
"4900","HNF4A","LIME1","expression regulates","->",1
"4901","HNF4A","VWDE","expression regulates","->",1
"4902","HNF4G","LIME1","expression regulates","->",1
"4903","HNF4G","VWDE","expression regulates","->",1
"4904","HNRNPA1","NACA","predicted","-",0.59
"4905","HNRNPA1","RPL24","predicted","-",0.59
"4906","HNRNPK","MYC","expression regulated by","<-",1
"4907","HOMER1","NLGN1","complex; input","-",1
"4908","HOMER2","NLGN1","complex; input","-",1
"4909","HOMER3","NLGN1","complex; input","-",1
"4910","HOMEZ","REL","predicted","-",0.54
"4911","HOXA1","HOXB9","predicted","-",0.98
"4912","HOXA1","ID3","predicted","-",0.64
"4913","HOXA1","IRF8","predicted","-",0.54
"4914","HOXA1","KDM1A","predicted","-",0.64
"4915","HOXA1","KDM6A","activate","->",1
"4916","HOXA1","KRT35","predicted","-",0.64
"4917","HOXA1","LCE1D","predicted","-",0.64
"4918","HOXA1","NCOA3","activate","->",1
"4919","HOXA1","NCOA6","activate","->",1
"4920","HOXA1","NCOR1","activate","->",1
"4921","HOXA1","ODF1","predicted","-",0.64
"4922","HOXA1","PAX6","predicted","-",0.98
"4923","HOXA1","PAXIP1","activate","->",1
"4924","HOXA1","PBX2","predicted","-",0.98
"4925","HOXA1","PBX3","predicted","-",0.97
"4926","HOXA1","PIK3R1","predicted","-",0.64
"4927","HOXA1","PIN1","predicted","-",0.64
"4928","HOXA1","PITX1","predicted","-",0.98
"4929","HOXA1","PKNOX1","predicted","-",0.64
"4930","HOXA1","PLSCR1","predicted","-",0.64
"4931","HOXA1","POLR2A","activate","->",1
"4932","HOXA1","POLR2B","activate","->",1
"4933","HOXA1","POLR2C","activate","->",1
"4934","HOXA1","POLR2D","activate","->",1
"4935","HOXA1","POLR2E","activate","->",1
"4936","HOXA1","POLR2F","activate","->",1
"4937","HOXA1","POLR2G","activate","->",1
"4938","HOXA1","POLR2H","activate","->",1
"4939","HOXA1","POLR2I","activate","->",1
"4940","HOXA1","POLR2J","activate","->",1
"4941","HOXA1","POLR2K","activate","->",1
"4942","HOXA1","POLR2L","activate","->",1
"4943","HOXA1","PROP1","predicted","-",0.98
"4944","HOXA1","RARA","activate","->",1
"4945","HOXA1","RARG","activate","->",1
"4946","HOXA1","RBBP4","activate","->",1
"4947","HOXA1","RBBP5","activate","->",1
"4948","HOXA1","RBBP7","activate","->",1
"4949","HOXA1","RXRA","activate","->",1
"4950","HOXA1","SPRY3","predicted","-",0.64
"4951","HOXA1","SUZ12","activate","->",1
"4952","HOXA1","TBX15","predicted","-",0.64
"4953","HOXA1","TCF12","expression regulated by","<-",1
"4954","HOXA1","TGFB1","predicted","-",0.64
"4955","HOXA1","WDR5","activate","->",1
"4956","HOXA1","ZBTB16","predicted","-",0.64
"4957","HOXC13","NR2E3","predicted","-",0.64
"4958","HPN","MST1","catalyze","->",1
"4959","HPN","MYC","expression regulated by","<-",1
"4960","HRAS","IL2RB","activated by; catalyzed by","<-",1
"4961","HRAS","IL5","catalyzed by","<-",1
"4962","HRAS","MAPK11","PPrel: activation, indirect effect; PPrel: activation, phosphorylation, indirect effect","->",1
"4963","HRAS","PLCE1","PPrel: activation","->",1
"4964","HRAS","PTK2B","catalyzed by","<-",1
"4965","HRAS","RASGRF2","PPrel: activated by; catalyzed by","<-",1
"4966","HRAS","RPL24","predicted","-",0.56
"4967","HSP90AA1","PTK2B","catalyzed by","<-",1
"4968","HSP90AA1","VDAC1","predicted","-",0.66
"4969","HSP90AB1","HSPA4","predicted","-",0.64
"4970","HSP90AB1","MYC","expression regulated by","<-",1
"4971","HSP90AB1","NOS2","predicted","-",0.64
"4972","HSP90AB1","PTK2B","predicted","-",0.64
"4973","HSP90AB1","RPL3","predicted","-",1
"4974","HSP90AB1","VDAC1","predicted","-",0.99
"4975","HSP90AB2P","VDAC1","predicted","-",0.66
"4976","HSP90AB4P","VDAC1","predicted","-",0.66
"4977","HSP90B1","VDAC1","predicted","-",0.99
"4978","HSPA1B","ID2","predicted","-",0.64
"4979","HSPA1B","KRT18","predicted","-",0.64
"4980","HSPA1B","RELA","predicted","-",0.99
"4981","HSPA1B","TTN","predicted","-",0.64
"4982","HSPA4","HSPA5","predicted","-",0.98
"4983","HSPA4","HSPA8","predicted","-",0.98
"4984","HSPA4","HSPA9","predicted","-",0.98
"4985","HSPA4","HSPB1","predicted","-",0.64
"4986","HSPA4","HSPD1","predicted","-",0.64
"4987","HSPA4","HSPE1","predicted","-",0.64
"4988","HSPA4","MKKS","predicted","-",0.64
"4989","HSPA4","NFKBIA","predicted","-",0.77
"4990","HSPA4","RELA","predicted","-",0.77
"4991","HSPA4","TJP1","PPrel: inhibition","-|",1
"4992","HSPA4","YWHAZ","predicted","-",0.77
"4993","HSPA5","ID2","predicted","-",0.64
"4994","HSPA5","KRT18","predicted","-",0.64
"4995","HSPA5","NOS2","predicted","-",0.64
"4996","HSPA8","ID2","predicted","-",0.64
"4997","HSPA8","LMAN1","predicted","-",0.64
"4998","HSPA9","VDAC1","predicted","-",0.99
"4999","HSPB1","HSPB6","predicted","-",0.98
"5000","HSPB1","KRT18","predicted","-",0.64
"5001","HSPB1","LBP","predicted","-",0.64
"5002","HSPB1","MAPK11","activated by","<-",1
"5003","HSPB1","RELA","PPrel: inhibition, indirect effect","-|",1
"5004","HSPB2","MAPK11","PPrel: activated by, phosphorylation","<-",1
"5005","HSPD1","MYC","expression regulated by","<-",1
"5006","HSPD1","VDAC1","predicted","-",0.97
"5007","HSPG2","LAMC1","complex; input","-",1
"5008","HSPG2","LAMC2","complex; input","-",1
"5009","HSPG2","TLL1","catalyzed by","<-",1
"5010","HTR2A","NTSR2","predicted","-",0.92
"5011","HUWE1","MYC","activate","->",1
"5012","HUWE1","RNF213","catalyze; catalyzed by; input","<->",1
"5013","HUWE1","RPL3","predicted","-",0.73
"5014","HUWE1","RPS18","predicted","-",0.73
"5015","HYAL1","MYC","expression regulated by","<-",1
"5016","IARS","MYC","expression regulated by","<-",1
"5017","ICAM1","MST1","activated by","<-",1
"5018","ICAM1","MYC","expression regulated by","<-",1
"5019","ICAM1","NOS2","predicted","-",0.64
"5020","ICAM1","REL","expression regulated by","<-",1
"5021","ICAM1","RELA","GErel: expression by; expression regulated by","<-",1
"5022","ID1","ID3","predicted","-",0.65
"5023","ID1","JUN","expression regulated by","<-",1
"5024","ID1","JUND","expression regulated by","<-",1
"5025","ID1","KAT2A","expression regulated by","<-",1
"5026","ID1","MYC","expression regulated by","<-",1
"5027","ID1","NFKB1","expression regulated by","<-",1
"5028","ID1","NR3C1","expression regulated by","<-",1
"5029","ID1","PCGF2","predicted","-",0.65
"5030","ID1","PDLIM5","predicted","-",0.64
"5031","ID1","RAP1A","PPrel: inhibited by","|-",1
"5032","ID1","RAP1B","PPrel: inhibited by","|-",1
"5033","ID1","RUNX1T1","predicted","-",0.54
"5034","ID1","RXRA","expression regulated by","<-",1
"5035","ID1","SIN3A","expression regulated by","<-",1
"5036","ID1","SMAD1","GErel: expression by","<-",1
"5037","ID1","SMAD4","GErel: expression by","<-",1
"5038","ID1","SMAD5","GErel: expression by","<-",1
"5039","ID1","SMAD9","GErel: expression by","<-",1
"5040","ID1","SMARCA4","expression regulated by","<-",1
"5041","ID1","SMURF2","predicted","-",0.64
"5042","ID1","SP1","expression regulated by","<-",1
"5043","ID1","STAT1","expression regulated by","<-",1
"5044","ID1","STAT3","expression regulated by","<-",1
"5045","ID1","SUV39H1","predicted","-",0.64
"5046","ID1","TAF1","expression regulated by","<-",1
"5047","ID1","TAF7","expression regulated by","<-",1
"5048","ID1","TAL1","expression regulated by","<-",1
"5049","ID1","TCF3","predicted","-",0.99
"5050","ID1","TFAP2A","expression regulated by","<-",1
"5051","ID1","THBS1","PPrel: inhibition","-|",1
"5052","ID1","VHL","predicted","-",0.64
"5053","ID1","YAP1","GErel: expression by","<-",1
"5054","ID2","ID3","predicted","-",0.92
"5055","ID2","ID4","predicted","-",0.98
"5056","ID2","KDM1A","predicted","-",0.64
"5057","ID2","MAPK1","predicted","-",0.64
"5058","ID2","MAPK3","predicted","-",0.64
"5059","ID2","MSC","predicted","-",0.98
"5060","ID2","MYF5","predicted","-",0.99
"5061","ID2","MYF6","predicted","-",1
"5062","ID2","MYOD1","predicted","-",0.99
"5063","ID2","MYOG","predicted","-",1
"5064","ID2","NFIL3","predicted","-",0.98
"5065","ID2","NR0B2","predicted","-",0.64
"5066","ID2","OLIG1","predicted","-",0.97
"5067","ID2","OLIG2","predicted","-",0.97
"5068","ID2","PAX5","predicted","-",0.64
"5069","ID2","PBX3","expression regulated by","<-",1
"5070","ID2","PHF3","predicted","-",0.64
"5071","ID2","PKD2","predicted","-",0.64
"5072","ID2","PPP1CA","predicted","-",0.54
"5073","ID2","PPP1CC","predicted","-",0.54
"5074","ID2","PRMT6","predicted","-",0.64
"5075","ID2","RAD21","expression regulated by","<-",1
"5076","ID2","RB1","predicted","-",0.99
"5077","ID2","RBL1","predicted","-",0.54
"5078","ID2","RBL2","predicted","-",0.99
"5079","ID2","RIF1","predicted","-",0.64
"5080","ID2","SIN3A","expression regulated by","<-",1
"5081","ID2","SMAD1","GErel: expression by","<-",1
"5082","ID2","SMAD4","GErel: expression by","<-",1
"5083","ID2","SMAD5","GErel: expression by","<-",1
"5084","ID2","SMAD9","GErel: expression by","<-",1
"5085","ID2","SP1","expression regulated by","<-",1
"5086","ID2","SPI1","predicted","-",0.54
"5087","ID2","SUV39H1","predicted","-",0.64
"5088","ID2","SUV39H2","predicted","-",0.64
"5089","ID2","TAF1","expression regulated by","<-",1
"5090","ID2","TAL1","expression regulated by","<-",1
"5091","ID2","TBP","expression regulated by","<-",1
"5092","ID2","TCF12","predicted","-",0.99
"5093","ID2","TCF3","predicted","-",1
"5094","ID2","TCF4","predicted","-",0.99
"5095","ID2","VHL","predicted","-",0.64
"5096","ID2","YAP1","GErel: expression by","<-",1
"5097","ID2","YY1","predicted","-",0.64
"5098","ID2","ZGPAT","predicted","-",0.64
"5099","ID3","ID4","predicted","-",1
"5100","ID4","LYL1","predicted","-",0.98
"5101","ID4","MYF6","predicted","-",0.98
"5102","ID4","MYOD1","predicted","-",0.98
"5103","ID4","MYOG","predicted","-",0.98
"5104","ID4","NCK1","predicted","-",0.64
"5105","ID4","NEUROG3","predicted","-",0.98
"5106","ID4","OLIG1","predicted","-",0.97
"5107","ID4","OLIG2","predicted","-",0.97
"5108","ID4","PIK3R1","predicted","-",0.64
"5109","ID4","SMAD1","GErel: expression by","<-",1
"5110","ID4","SMAD4","GErel: expression by","<-",1
"5111","ID4","SMAD5","GErel: expression by","<-",1
"5112","ID4","SMAD9","GErel: expression by","<-",1
"5113","ID4","SRC","predicted","-",0.64
"5114","ID4","TCF4","predicted","-",0.64
"5115","IER3","RELA","predicted","-",0.64
"5116","IFNA1","IFNA2","catalyze; catalyzed by; input","<->",1
"5117","IFNA1","IL2RB","PPrel: activation","->",1
"5118","IFNA1","RELA","GErel: expression by; PPrel: activated by","<-",1
"5119","IFNA10","IFNA2","catalyze; catalyzed by; input","<->",1
"5120","IFNA10","IL2RB","PPrel: activation","->",1
"5121","IFNA10","RELA","GErel: expression by; PPrel: activated by","<-",1
"5122","IFNA13","IL2RB","PPrel: activation","->",1
"5123","IFNA13","RELA","GErel: expression by; PPrel: activated by","<-",1
"5124","IFNA14","IFNA2","catalyze; catalyzed by; input","<->",1
"5125","IFNA14","IL2RB","PPrel: activation","->",1
"5126","IFNA14","RELA","GErel: expression by; PPrel: activated by","<-",1
"5127","IFNA16","IFNA2","catalyze; catalyzed by; input","<->",1
"5128","IFNA16","IL2RB","PPrel: activation","->",1
"5129","IFNA16","RELA","GErel: expression by; PPrel: activated by","<-",1
"5130","IFNA17","IFNA2","catalyze; catalyzed by; input","<->",1
"5131","IFNA17","IL2RB","PPrel: activation","->",1
"5132","IFNA17","RELA","GErel: expression by; PPrel: activated by","<-",1
"5133","IFNA2","IFNA21","catalyze; catalyzed by; input","<->",1
"5134","IFNA2","IFNA4","catalyze; catalyzed by; input","<->",1
"5135","IFNA2","IFNA5","catalyze; catalyzed by; input","<->",1
"5136","IFNA2","IFNA6","catalyze; catalyzed by; input","<->",1
"5137","IFNA2","IFNA7","catalyze; catalyzed by; input","<->",1
"5138","IFNA2","IFNA8","catalyze; catalyzed by; input","<->",1
"5139","IFNA2","IFNAR1","PPrel: activation; catalyze; catalyzed by; complex; input","<->",1
"5140","IFNA2","IFNAR2","PPrel: activation; catalyze; catalyzed by; complex; input","<->",1
"5141","IFNA2","IFNB1","catalyze; catalyzed by; input","<->",1
"5142","IFNA2","IFNGR1","PPrel: activation","->",1
"5143","IFNA2","IFNGR2","PPrel: activation","->",1
"5144","IFNA2","IL10RA","PPrel: activation","->",1
"5145","IFNA2","IL10RB","PPrel: activation","->",1
"5146","IFNA2","IL11RA","PPrel: activation","->",1
"5147","IFNA2","IL12RB1","PPrel: activation","->",1
"5148","IFNA2","IL12RB2","PPrel: activation","->",1
"5149","IFNA2","IL13RA1","PPrel: activation","->",1
"5150","IFNA2","IL13RA2","PPrel: activation","->",1
"5151","IFNA2","IL15RA","PPrel: activation","->",1
"5152","IFNA2","IL20RA","PPrel: activation","->",1
"5153","IFNA2","IL20RB","PPrel: activation","->",1
"5154","IFNA2","IL21R","PPrel: activation","->",1
"5155","IFNA2","IL22RA1","PPrel: activation","->",1
"5156","IFNA2","IL22RA2","PPrel: activation","->",1
"5157","IFNA2","IL23R","PPrel: activation","->",1
"5158","IFNA2","IL27RA","PPrel: activation","->",1
"5159","IFNA2","IL2RA","PPrel: activation","->",1
"5160","IFNA2","IL2RB","PPrel: activation","->",1
"5161","IFNA2","IL2RG","PPrel: activation","->",1
"5162","IFNA2","IL3RA","PPrel: activation","->",1
"5163","IFNA2","IL4R","PPrel: activation","->",1
"5164","IFNA2","IL5RA","PPrel: activation","->",1
"5165","IFNA2","IL6R","PPrel: activation","->",1
"5166","IFNA2","IL6ST","PPrel: activation","->",1
"5167","IFNA2","IL7R","PPrel: activation","->",1
"5168","IFNA2","IL9R","PPrel: activation","->",1
"5169","IFNA2","IRF1","predicted","-",0.64
"5170","IFNA2","IRF3","GErel: expression by; PPrel: activated by","<-",1
"5171","IFNA2","IRF5","predicted","-",0.54
"5172","IFNA2","IRF7","GErel: expression by; PPrel: activated by","<-",1
"5173","IFNA2","JAK1","PPrel: activation; catalyze; catalyzed by; complex; input","<->",1
"5174","IFNA2","JAK2","PPrel: activation","->",1
"5175","IFNA2","JAK3","PPrel: activation","->",1
"5176","IFNA2","JUN","reaction","-",1
"5177","IFNA2","KDM4A","predicted","-",0.54
"5178","IFNA2","LEPR","PPrel: activation","->",1
"5179","IFNA2","LIFR","PPrel: activation","->",1
"5180","IFNA2","MPL","PPrel: activation","->",1
"5181","IFNA2","MYD88","GErel: expression, indirect effect","<-",1
"5182","IFNA2","NFATC1","reaction","-",1
"5183","IFNA2","NFATC2","reaction","-",1
"5184","IFNA2","NFATC3","reaction","-",1
"5185","IFNA2","NFKB1","GErel: expression by; PPrel: activated by","<-",1
"5186","IFNA2","NFKB2","predicted","-",0.54
"5187","IFNA2","OSMR","PPrel: activation","->",1
"5188","IFNA2","PDGFRA","PPrel: activation","->",1
"5189","IFNA2","PDGFRB","PPrel: activation","->",1
"5190","IFNA2","PRLR","PPrel: activation","->",1
"5191","IFNA2","PTPN1","catalyzed by","<-",1
"5192","IFNA2","PTPN11","catalyzed by; inhibited by","-",1
"5193","IFNA2","PTPN6","catalyzed by; inhibited by","-",1
"5194","IFNA2","REL","predicted","-",0.54
"5195","IFNA2","RELA","GErel: expression by; PPrel: activated by","<-",1
"5196","IFNA2","RELB","predicted","-",0.54
"5197","IFNA2","SOCS1","complex; input; reaction","-",1
"5198","IFNA2","SOCS3","complex; input; reaction","-",1
"5199","IFNA2","STAT1","catalyze; complex; input","->",1
"5200","IFNA2","STAT2","catalyze; catalyzed by; complex; input","<->",1
"5201","IFNA2","TBP","predicted","-",0.54
"5202","IFNA2","TYK2","catalyze; catalyzed by; complex; input","<->",1
"5203","IFNA2","YY1","predicted","-",0.54
"5204","IFNA21","IL2RB","PPrel: activation","->",1
"5205","IFNA21","RELA","GErel: expression by; PPrel: activated by","<-",1
"5206","IFNA4","IL2RB","PPrel: activation","->",1
"5207","IFNA4","RELA","GErel: expression by; PPrel: activated by","<-",1
"5208","IFNA5","IL2RB","PPrel: activation","->",1
"5209","IFNA5","RELA","GErel: expression by; PPrel: activated by","<-",1
"5210","IFNA6","IL2RB","PPrel: activation","->",1
"5211","IFNA6","RELA","GErel: expression by; PPrel: activated by","<-",1
"5212","IFNA7","IL2RB","PPrel: activation","->",1
"5213","IFNA7","RELA","GErel: expression by; PPrel: activated by","<-",1
"5214","IFNA8","IL2RB","PPrel: activation","->",1
"5215","IFNA8","RELA","GErel: expression by; PPrel: activated by","<-",1
"5216","IFNAR1","IL5","PPrel: activated by","<-",1
"5217","IFNAR2","IL5","PPrel: activated by","<-",1
"5218","IFNB1","IL2RB","PPrel: activation","->",1
"5219","IFNB1","REL","predicted","-",0.99
"5220","IFNB1","RELA","GErel: expression by; PPrel: activated by; expression regulated by","<-",1
"5221","IFNE","IL2RB","PPrel: activation","->",1
"5222","IFNE","RELA","GErel: expression by","<-",1
"5223","IFNG","IL2RB","PPrel: activation","->",1
"5224","IFNG","REL","expression regulated by","<-",1
"5225","IFNG","RELA","GErel: expression by","<-",1
"5226","IFNGR1","IL5","PPrel: activated by","<-",1
"5227","IFNGR1","NOS2","PPrel: activation, indirect effect","->",1
"5228","IFNGR1","RELA","PPrel: activation, indirect effect","->",1
"5229","IFNGR2","IL5","PPrel: activated by","<-",1
"5230","IFNGR2","NOS2","PPrel: activation, indirect effect","->",1
"5231","IFNGR2","RELA","PPrel: activation, indirect effect","->",1
"5232","IFNK","IL2RB","PPrel: activation","->",1
"5233","IFNK","RELA","GErel: expression by","<-",1
"5234","IFNW1","IL2RB","PPrel: activation","->",1
"5235","IFNW1","RELA","GErel: expression by","<-",1
"5236","IGBP1","NACA","predicted","-",0.59
"5237","IGBP1","RELA","predicted","-",0.54
"5238","IGF2","MYC","expression regulated by","<-",1
"5239","IHH","SMO","activate","->",1
"5240","IKBKB","REL","catalyze","->",1
"5241","IKBKB","RELA","PPrel: activation; PPrel: activation, indirect effect; PPrel: indirect effect; activate; catalyze; reaction","->",1
"5242","IKBKB","TNIP2","catalyze","->",1
"5243","IKBKE","VDAC1","predicted","-",0.64
"5244","IKBKG","KRT18","predicted","-",0.64
"5245","IKBKG","MYC","predicted","-",0.64
"5246","IKBKG","REL","catalyze","->",1
"5247","IKBKG","RELA","PPrel: activation; PPrel: activation, indirect effect; PPrel: indirect effect; activate; catalyze","->",1
"5248","IKBKG","TNIP2","catalyze","->",1
"5249","IKZF3","IL2RB","activated by","<-",1
"5250","IL10","IL2RB","PPrel: activation","->",1
"5251","IL10","NOS2","PPrel: inhibition, indirect effect","-|",1
"5252","IL10","RELA","GErel: expression by","<-",1
"5253","IL10RA","IL2RB","complex; input","-",1
"5254","IL10RA","IL5","PPrel: activated by","<-",1
"5255","IL10RB","IL5","PPrel: activated by","<-",1
