name	Mutations_of_interest_vs_CD34_diff	Mutations_of_interest_vs_CD34_p.val	ProteinDescriptions
MVP	-3.68314994871794	9.61681306228883e-12	Major vault protein
MX1	-1.37055569135314	0.0484197609155562	Interferon-induced GTP-binding protein Mx1
MYBBP1A	-0.538201487179489	0.0479332715169498	Myb-binding protein 1A
MYCBP	-0.375110666666668	0.029768156542593	C-Myc-binding protein
MYD88	-1.03010892307692	0.000143337918538712	Myeloid differentiation primary response protein MyD88
MYDGF	-0.815558769230776	0.00282862966550175	Myeloid-derived growth factor
MYH10	-5.50066460273179	9.68156269153748e-21	Myosin-10
MYH11	5.49245802425293	4.67910897551971e-30	Myosin-11
MYH9	1.41039087179487	3.51650010502773e-05	Myosin-9
MYO1F	-0.726165794871804	0.0436821718574226	Unconventional myosin-If
MYO1G	1.46666235897435	1.26342491527522e-08	Unconventional myosin-Ig
MYO9B	-0.77711953846155	0.00108140062941192	Unconventional myosin-IXb
MZT2B	0.637830922246962	0.0209523763864167	Mitotic-spindle organizing protein 2B
NAA10	-1.95532225641027	1.36443676899327e-12	N-alpha-acetyltransferase 10
NAA20	-3.9531557909044	4.18114557430168e-28	N-alpha-acetyltransferase 20
NAA25	-1.17991887179488	2.75032169496879e-06	N-alpha-acetyltransferase 25, NatB auxiliary subunit
NAA50	-1.67654871794872	2.39548242480749e-14	N-alpha-acetyltransferase 50
NACA	-1.39637128205129	3.91762969673038e-08	Nascent polypeptide-associated complex subunit alpha, muscle-specific form
NACC1	1.29673863441788	4.79102281121702e-05	Nucleus accumbens-associated protein 1
NADSYN1	-0.953494153846153	0.00135516052823186	Glutamine-dependent NAD(+) synthetase
NAGA	-0.625944102564109	0.0441537077594563	Alpha-N-acetylgalactosaminidase
NANS	-0.450523282051293	0.061168820376565	Sialic acid synthase
NAP1L1	-1.00861261538461	0.000897597757759075	Nucleosome assembly protein 1-like 1
NAP1L4	-1.11344702564102	5.37152127640737e-08	Nucleosome assembly protein 1-like 4
NARFL	-1.09345188030817	0.00610288465896597	Cytosolic Fe-S cluster assembly factor NARFL
NARS	-0.622676307692316	0.00123786956128421	Asparagine--tRNA ligase, cytoplasmic
NASP	2.45875323076923	4.74082200771026e-16	Nuclear autoantigenic sperm protein
NAT10	-0.72829861538462	0.00946425258925588	N-acetyltransferase 10
NBEAL2	-0.70924835897436	0.0644414622635519	Neurobeachin-like protein 2
NBN	-0.726820177018928	0.00456755633376027	Nibrin
NCAPD2	-3.86365241025641	4.15750859415503e-26	Condensin complex subunit 1
NCAPG	-1.0147856923077	0.0002458759602918	Condensin complex subunit 3
NCAPH	-1.54603348717949	1.19422464728118e-05	Condensin complex subunit 2
NCBP1	-0.482429743589744	0.0214246814876925	Nuclear cap-binding protein subunit 1
NCBP2	1.55549136508854	1.66728450741045e-07	Nuclear cap-binding protein subunit 2
NCEH1	0.958232583737153	0.00689054592275015	Neutral cholesterol ester hydrolase 1
NCF1	-1.38909933333333	0.0511014388223343	Neutrophil cytosol factor 1
NCF4	-0.948823692307698	0.048800027632509	Neutrophil cytosol factor 4
NCK1	-0.549103510919824	0.0287855956147627	Cytoplasmic protein NCK1
NCKAP1L	-0.881061487179496	0.000386775592859437	Nck-associated protein 1-like
NCL	-0.964659179487189	0.000230182082211883	Nucleolin
NCOR1	0.355357692307685	0.0362974264141735	Nuclear receptor corepressor 1
NCOR2	-1.1177631387245	4.29160759474534e-05	Nuclear receptor corepressor 2
NDNL2	0.448742897926067	0.0957303234195544	Melanoma-associated antigen G1
NDUFA10	1.00204225641026	0.0650026960008794	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial
NDUFA12	-0.731830682075142	0.0135629502141952	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
NDUFA2	-0.581401538461545	0.00760792018548851	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
NDUFA5	-2.19149446153847	3.71881638001782e-16	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
NDUFA6	-0.37575743589743	0.0513411417133987	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
NDUFA9	1.05016707692307	6.29215217324047e-07	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial
NDUFAB1	-2.13811446153847	5.43992395125003e-06	Acyl carrier protein, mitochondrial
NDUFAF2	-1.29102369230768	3.05240911712726e-06	Mimitin, mitochondrial
NDUFAF4	0.592631863515116	0.0474569992974322	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
NDUFAF7	1.1127941574301	0.000105658053140007	NADH dehydrogenase [ubiquinone] complex I, assembly factor 7
NDUFB3	-1.13385343589745	5.76063283765755e-05	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
NDUFB5	-0.754521897435897	0.00184055257394748	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial
NDUFB7	-0.594078615384618	0.0830119937393514	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
NDUFB9	1.29283775819328	0.00743349332285517	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
NDUFC2	-1.15260076923077	3.02322037802103e-08	NADH dehydrogenase [ubiquinone] 1 subunit C2
NDUFS4	-0.506949487179487	0.0209985666615712	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial
NDUFS7	-1.03308472578082	0.0360510463875035	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial
NDUFV2	0.657065846153841	0.0110562739383641	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial
NDUFV3	-0.610153179487192	0.0209357652953317	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial
NECAP2	-0.697262615384624	0.00610204307361469	Adaptin ear-binding coat-associated protein 2
NEDD4	-1.26847486492181	0.0101396922385687	E3 ubiquitin-protein ligase NEDD4
NEDD4L	-1.49491947465625	0.00164627263108421	E3 ubiquitin-protein ligase NEDD4-like
NEDD8-MDP1	-1.22312200000001	0.000327117316355135	Protein NEDD8-MDP1 (Fragment)
NEK7	1.31793009471735	0.000596094302140696	Serine/threonine-protein kinase Nek7
NELFA	-0.736063435897446	0.000236005788526703	Negative elongation factor A
NELFB	-0.905215179487181	3.0749278196427e-05	Negative elongation factor B
NELFCD	-0.538296079479705	0.0683742481889376	Negative elongation factor C/D
NENF	-0.497967641025646	0.0600787421740654	Neudesin
NFATC2IP	1.37706429450741	6.69786989760765e-07	NFATC2-interacting protein
NFIC	1.08938943185319	0.000232309286141587	Nuclear factor 1 C-type
NFIX	1.38257548496546	0.00471523777165297	Nuclear factor 1 X-type
NHLRC2	-2.01835302564102	1.73103484218253e-08	NHL repeat-containing protein 2
NHP2L1	1.36329876923076	2.647271178178e-07	NHP2-like protein 1
NIF3L1	-1.03569789743591	1.58122272298928e-05	NIF3-like protein 1
NIFK	-1.31866615384616	3.23633332361026e-08	MKI67 FHA domain-interacting nucleolar phosphoprotein
NIP7	-1.3611458974359	6.71317842034941e-08	60S ribosome subunit biogenesis protein NIP7 homolog
NIT2	-1.51661394871796	5.84433260252804e-08	Omega-amidase NIT2
NKRF	-0.611742820512822	0.0689638716601958	NF-kappa-B-repressing factor
NLE1	-1.73254158974359	1.75632479543502e-08	Notchless protein homolog 1
NLN	-2.87371697435898	8.19597914732688e-16	Neurolysin, mitochondrial
NLRX1	1.45982311301385	3.04214672141119e-06	NLR family member X1
NMD3	-0.610748460094163	0.0272902034983245	60S ribosomal export protein NMD3
NME1	-0.745510205128216	0.00632016447660596	Nucleoside diphosphate kinase A
NME2	-0.41565764102565	0.0799311984352563	Nucleoside diphosphate kinase B
NME3	-0.984382662545473	0.00242810584637676	Nucleoside diphosphate kinase 3
NME4	-2.36322390554106	8.78165577109334e-07	Nucleoside diphosphate kinase, mitochondrial
NMI	-0.929878461538465	0.000829238081548197	N-myc-interactor
NMT1	-0.653558051282054	0.00210387450659517	Glycylpeptide N-tetradecanoyltransferase 1
NO66	-0.446969128205133	0.0548645228946382	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66
NOB1	-1.59811112820514	4.57841959852931e-06	RNA-binding protein NOB1
NOL9	0.498398512820508	0.0751832310827804	Polynucleotide 5'-hydroxyl-kinase NOL9
NOLC1	-1.17228882051281	6.20274551890594e-05	Nucleolar and coiled-body phosphoprotein 1
NOM1	-1.27002482051282	3.875371120517e-06	Nucleolar MIF4G domain-containing protein 1
NOMO3	-0.403227589743587	0.0464547110832782	Nodal modulator 3;Nodal modulator 2
NOP10	-2.14137297435898	9.27378103653784e-06	H/ACA ribonucleoprotein complex subunit 3
NOP9	-0.719489692307704	0.00881575171658441	Nucleolar protein 9
NOSIP	-0.865399435897439	0.00386658243823093	Nitric oxide synthase-interacting protein
NPEPL1	-0.837829941525051	0.0175920900184718	Probable aminopeptidase NPEPL1
NPEPPS	-0.4336578974359	0.0260676969695935	Puromycin-sensitive aminopeptidase
NPM3	-1.27668073960818	0.003392657452957	Nucleoplasmin-3
NPTN	-0.571284000000002	0.0446212031941571	Neuroplastin
NR2C2AP	-1.72436405953923	6.4485116563151e-06	Nuclear receptor 2C2-associated protein
NR3C1	-0.814343472759196	0.00122162454063745	Glucocorticoid receptor
NRAS	-0.537358564102576	0.00699373978637191	GTPase NRas
NRD1	-1.18382333333333	1.07671231791984e-06	Nardilysin
NRDE2	-0.501723743684549	0.0836114975851258	Protein NRDE2 homolog
NSF	-0.382391025641034	0.0798284232539172	Vesicle-fusing ATPase
NSL1	-0.723928798137084	0.0317121718347525	Kinetochore-associated protein NSL1 homolog
NSUN2	-1.65508717948719	2.2595488210509e-09	tRNA (cytosine(34)-C(5))-methyltransferase
NSUN4	1.74302400103592	0.000258196975300436	5-methylcytosine rRNA methyltransferase NSUN4
NSUN5	-0.924876358974359	7.8976920628216e-05	Probable 28S rRNA (cytosine-C(5))-methyltransferase
NT5C	-1.06893261538463	0.00983267772663161	5'(3')-deoxyribonucleotidase, cytosolic type
NT5C2	-0.800895282051279	0.000851873125455122	Cytosolic purine 5'-nucleotidase
NT5DC1	-1.45450353846154	1.2946250425275e-08	5'-nucleotidase domain-containing protein 1
NTPCR	-0.787500051282045	0.0461505949220631	Cancer-related nucleoside-triphosphatase
NUB1	-0.88634482051282	0.000583288971337371	NEDD8 ultimate buster 1
NUBP1	-1.72832276923077	5.4140161510436e-06	Cytosolic Fe-S cluster assembly factor NUBP1
NUBP2	-0.643894564102565	0.00829893926005951	Cytosolic Fe-S cluster assembly factor NUBP2
NUDC	-2.28485938461539	1.70848659326024e-16	Nuclear migration protein nudC
NUDCD1	-1.69084256410257	1.87661774815515e-08	NudC domain-containing protein 1
NUDCD2	-0.57275666666667	0.0408889034424755	NudC domain-containing protein 2
NUDT1	-0.927812410256418	9.62528884367433e-05	7,8-dihydro-8-oxoguanine triphosphatase
NUDT16	0.564912717948712	0.0373386633168151	U8 snoRNA-decapping enzyme
NUDT2	1.36153697986373	0.00896664827116413	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]
NUDT21	-1.12106892307692	7.69256210401468e-11	Cleavage and polyadenylation specificity factor subunit 5
NUDT5	-0.502725435897453	0.0452996222613133	ADP-sugar pyrophosphatase
NUFIP2	-0.566770916463726	0.0413958798823409	Nuclear fragile X mental retardation-interacting protein 2
NUMA1	0.396595076923074	0.0780404012709231	Nuclear mitotic apparatus protein 1
NUP107	-0.381920358974362	0.0733957792010143	Nuclear pore complex protein Nup107
NUP133	-0.698014102564112	0.00219900786598153	Nuclear pore complex protein Nup133
NUP188	0.44139384615384	0.0795228048999744	Nucleoporin NUP188 homolog
NUP205	-4.25804651282051	1.63210059594953e-20	Nuclear pore complex protein Nup205
NUP214	0.685914974358973	0.000250005690430626	Nuclear pore complex protein Nup214
NUP35	-1.00968256410257	0.00011642139752413	Nucleoporin NUP53
NUP37	-0.813069025641028	0.000822069440207677	Nucleoporin Nup37
NUP43	-0.588084974358981	0.00352356128959294	Nucleoporin Nup43
NUP50	-0.357400564102576	0.0373281359373294	Nuclear pore complex protein Nup50
NUP54	-1.2909716923077	1.56138731949144e-11	Nucleoporin p54
NUP85	-0.973472769230785	7.36557070345079e-05	Nuclear pore complex protein Nup85
NUP93	-1.12647194871796	9.70028671664613e-08	Nuclear pore complex protein Nup93
NUPL1	-0.871512153846147	7.50812215111743e-05	Nucleoporin p58/p45
OBSCN	1.34858552542885	0.00119130380354874	Obscurin
OCIAD2	-1.13259684850849	0.0147882915453752	OCIA domain-containing protein 2
OCRL	-2.98197555911979	9.61088326871263e-15	Inositol polyphosphate 5-phosphatase OCRL-1
ODF2	0.892491284034845	0.000637378197528834	Outer dense fiber protein 2
OGDH	-0.769939743589742	0.000393947757261607	2-oxoglutarate dehydrogenase, mitochondrial
OGFR	-0.851095948717958	0.000325617490988149	Opioid growth factor receptor
OGFRL1	-0.915633514878261	0.0268057455404702	Opioid growth factor receptor-like protein 1
OGT	-0.949823333333335	1.68769748945769e-06	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
OMA1	1.1509790716775	0.000225235473984556	Metalloendopeptidase OMA1, mitochondrial
OPA1	0.353941846153841	0.0751123857681703	Dynamin-like 120 kDa protein, mitochondrial
ORC2	-0.608010913730849	0.0575130276462821	Origin recognition complex subunit 2
ORC3	2.7865818974359	0.0216256577029062	Origin recognition complex subunit 3
ORC5	0.938310499153086	0.00586605486819929	Origin recognition complex subunit 5
ORM1	-1.08085952276046	0.0642167004397299	Alpha-1-acid glycoprotein 1
ORMDL2	-0.785259830298523	0.0538310134671435	ORM1-like protein 2
OSBP	-0.330193435897439	0.0684030564385061	Oxysterol-binding protein 1
OSBPL1A	-1.76650619815798	5.17563193010919e-06	Oxysterol-binding protein-related protein 1
OSBPL8	0.412500871794879	0.0491494677816819	Oxysterol-binding protein-related protein 8
OTUD4	-3.86323676923078	5.65065531467591e-34	OTU domain-containing protein 4
OTUD6B	-2.14476702564103	5.56489622469982e-13	OTU domain-containing protein 6B
OTULIN	-0.624728102564113	0.0775344143265334	Ubiquitin thioesterase otulin
OXCT1	-0.976044051282052	0.00288255386546456	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial
OXSM	1.03153911275954	0.000146036447497071	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial
P4HA1	0.818146336861721	0.0250169143293308	Prolyl 4-hydroxylase subunit alpha-1
P4HB	0.649334461538459	0.0619645229198297	Protein disulfide-isomerase
PA2G4	0.548065948717948	0.00311810260828215	Proliferation-associated protein 2G4
PAAF1	-1.78747548717949	1.54189145789841e-08	Proteasomal ATPase-associated factor 1
PABPC4	-1.78126123076924	2.77946211286591e-15	Polyadenylate-binding protein 4
PACS1	-1.39795502564103	1.50547597608815e-09	Phosphofurin acidic cluster sorting protein 1
PACSIN2	-0.94483974358976	1.02960061358013e-05	Protein kinase C and casein kinase substrate in neurons protein 2
PAFAH1B2	0.505131641025638	0.0395064145084355	Platelet-activating factor acetylhydrolase IB subunit beta
PAICS	-1.47191928205129	2.50765717915818e-06	Multifunctional protein ADE2
PAIP1	-0.825251743589748	0.000271515010986273	Polyadenylate-binding protein-interacting protein 1
PAK2	-1.12926435897437	2.56954941097049e-05	Serine/threonine-protein kinase PAK 2
PAM16	-0.54610374581855	0.0890760164360015	Mitochondrial import inner membrane translocase subunit TIM16
PANK4	-0.502329541243679	0.063451621367581	Pantothenate kinase 4
PAPSS1	-1.23458420512821	0.000159485274790674	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1
PARK7	1.00566410256408	4.92269374913625e-07	Protein deglycase DJ-1
PARN	-1.40956410256411	4.26470343255425e-09	Poly(A)-specific ribonuclease PARN
PARP14	-1.38908881843549	0.00126128178828935	Poly [ADP-ribose] polymerase 14
PAXBP1	0.774321692307689	0.0474711594690101	PAX3- and PAX7-binding protein 1
PAXIP1	1.15656438375779	0.00226267774738143	PAX-interacting protein 1
PBXIP1	2.00685284698878	4.97200298235117e-05	Pre-B-cell leukemia transcription factor-interacting protein 1
PCBD1	3.06518738640902	1.7175098504275e-14	Pterin-4-alpha-carbinolamine dehydratase
PCBD2	-2.67686630854822	2.41417097702416e-09	Pterin-4-alpha-carbinolamine dehydratase 2
PCF11	1.68404516713972	6.08449993506311e-08	Pre-mRNA cleavage complex 2 protein Pcf11
PCID2	-0.771539519005856	0.00686449637706935	PCI domain-containing protein 2
PCM1	-1.62893783471221	7.9659881787462e-12	Pericentriolar material 1 protein
PCNA	-0.845878564102563	0.00121733988351803	Proliferating cell nuclear antigen
PCNP	0.460045948717944	0.0575892911828997	PEST proteolytic signal-containing nuclear protein
PCNT	-1.67425833905926	6.29107180241907e-09	Pericentrin
PCYT1A	-0.911151076923082	2.77906745171026e-06	Choline-phosphate cytidylyltransferase A
PCYT2	-1.41782738461539	1.50262427353924e-07	Ethanolamine-phosphate cytidylyltransferase
PDAP1	-0.569698717948732	0.013898009823305	28 kDa heat- and acid-stable phosphoprotein
PDCD11	-0.632706974358985	0.0228335503986585	Protein RRP5 homolog
PDCD4	-1.3038577948718	2.10847335153311e-09	Programmed cell death protein 4
PDCD5	-2.01069784615385	2.65834893875373e-16	Programmed cell death protein 5
PDCD6	0.387393128205129	0.0308466417428887	Programmed cell death protein 6
PDCL3	-1.09145215384615	0.0011915539605809	Phosducin-like protein 3
PDDC1	-1.99563164102565	2.01709391719681e-10	Parkinson disease 7 domain-containing protein 1
PDE12	-0.502063422062815	0.00177167292787549	2',5'-phosphodiesterase 12
PDHX	0.645180270230179	0.00854709128676225	Pyruvate dehydrogenase protein X component, mitochondrial
PDIA4	-0.847518051282051	0.000858159655697077	Protein disulfide-isomerase A4
PDIA5	-0.706491846153845	0.029316124955967	Protein disulfide-isomerase A5
PDIA6	-1.30335543589745	1.00602280349688e-06	Protein disulfide-isomerase A6
PDK1	0.687811759828071	0.0622139448866892	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial
PDK2	0.824003107219127	0.0124960497225681	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial
PDPR	1.23616382852118	7.0951256909002e-05	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial
PDS5A	-0.696166769230768	5.71011496180779e-06	Sister chromatid cohesion protein PDS5 homolog A
PDS5B	0.607641999999998	0.00152328180244979	Sister chromatid cohesion protein PDS5 homolog B
PDXDC1	-1.27251015384616	1.06782641133803e-06	Pyridoxal-dependent decarboxylase domain-containing protein 1
PDXP	-0.949107179487186	0.000582627528722076	Pyridoxal phosphate phosphatase
PEA15	-1.23661287179487	0.000994729234282552	Astrocytic phosphoprotein PEA-15
PEF1	-0.930451589743598	0.000117449710406275	Peflin
PELO	-1.634336	4.49105560746576e-09	Protein pelota homolog
PES1	-1.15202394871795	1.01866784785032e-05	Pescadillo homolog
PEX3	0.679778174987797	0.0396387419629386	Peroxisomal biogenesis factor 3
PFAS	-1.18949051282053	2.35590157315422e-06	Phosphoribosylformylglycinamidine synthase
PFDN1	-1.6438023076923	7.94574107407246e-12	Prefoldin subunit 1
PFDN2	-0.968176205128223	9.52711014146908e-07	Prefoldin subunit 2
PFDN5	-0.895402051282055	0.000461809712132394	Prefoldin subunit 5
PFDN6	-1.61834210256411	3.26669434725225e-12	Prefoldin subunit 6
PFKM	-4.10272052795433	3.16722396909355e-23	ATP-dependent 6-phosphofructokinase, muscle type
PFN1	-0.699925076923087	0.0231122461758699	Profilin-1
PFN3	-0.973508769230783	0.0138843854148956	Profilin-3
PGAM1	1.48685974358974	2.47027265901322e-05	Phosphoglycerate mutase 1
PGAM5	-0.923500666666666	0.000127133123068145	Serine/threonine-protein phosphatase PGAM5, mitochondrial
PGD	-1.13893230769231	0.00142123208630352	6-phosphogluconate dehydrogenase, decarboxylating
PGK1	-0.409910666666683	0.0807508655756897	Phosphoglycerate kinase 1
PGK2	-4.83914902527327	5.67068561151903e-06	Phosphoglycerate kinase 2
PGM1	-1.21653020512821	0.000206520886543434	Phosphoglucomutase-1
PGM3	-1.4592497948718	2.7978882943119e-05	Phosphoacetylglucosamine mutase
PGP	-1.627839220548	2.05308552937435e-06	Phosphoglycolate phosphatase
PGRMC1	0.493622102564096	0.0496073198496589	Membrane-associated progesterone receptor component 1
PGRMC2	-0.450322820512824	0.0397170720930804	Membrane-associated progesterone receptor component 2
PGS1	-0.589020938619495	0.0163645399002305	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial
PHAX	-0.601188512820524	0.00337618906034716	Phosphorylated adapter RNA export protein
PHC3	1.23714735573233	0.000103004063902339	Polyhomeotic-like protein 3
PHF5A	-0.887305128205131	0.000122405839804984	PHD finger-like domain-containing protein 5A
PHGDH	-1.02846964102564	0.0657600647261374	D-3-phosphoglycerate dehydrogenase
PHIP	-0.491602328141132	0.0233109151869832	PH-interacting protein
PHKA2	-1.15126840420836	8.58466413546387e-06	Phosphorylase b kinase regulatory subunit alpha, liver isoform
PHKB	1.15810323177687	0.00113524246274941	Phosphorylase b kinase regulatory subunit beta
PHKG2	-0.773097897435903	0.00643899973769782	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform
PHPT1	-1.90684905213659	6.91414393919515e-05	14 kDa phosphohistidine phosphatase
PHYKPL	2.77894367424294	0.000111391508888227	5-phosphohydroxy-L-lysine phospho-lyase
PI4KA	-1.48260005128206	2.61920613085665e-07	Phosphatidylinositol 4-kinase alpha
PIAS1	-0.802958615384618	0.0194882738515292	E3 SUMO-protein ligase PIAS1
PIGN	-0.968312225799355	0.0117134150653681	GPI ethanolamine phosphate transferase 1
PIH1D1	-1.5138716118467	7.00421094707929e-08	PIH1 domain-containing protein 1
PIK3R4	-0.47990497435898	0.0114585375035708	Phosphoinositide 3-kinase regulatory subunit 4
PIKFYVE	-1.53470616627295	0.000613929954103844	1-phosphatidylinositol 3-phosphate 5-kinase
PIN1	-1.36831358974359	9.01108436661361e-08	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
PIN4	-0.512627794871793	0.0356348368616521	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
PIP4K2B	-0.727056564102575	0.000960721152265326	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
PITHD1	-0.722800717948726	0.0025281426482221	PITH domain-containing protein 1
PITPNA	-1.62645661698529	1.58205788749239e-07	Phosphatidylinositol transfer protein alpha isoform
PITPNB	-0.855344564102566	3.85401717994951e-06	Phosphatidylinositol transfer protein beta isoform
PITRM1	-0.405975384615388	0.0877536280477755	Presequence protease, mitochondrial
PKLR	-5.88918430204081	2.77666049618816e-22	Pyruvate kinase PKLR
PKM	0.872932102564096	0.00710391384359353	Pyruvate kinase PKM
PLA2G4A	-2.38169005128206	1.10107827059827e-11	Cytosolic phospholipase A2
PLCB2	-0.713027435897441	0.0104101590896095	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2
PLCB3	-0.685585995116814	0.0305295346192604	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3
PLCG2	-0.505044717948717	0.0594237039182454	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2
PLD4	-1.89165035897436	0.00211219233308054	Phospholipase D4
PLEKHF2	-0.668884744873617	0.0470963999507726	Pleckstrin homology domain-containing family F member 2
PLEKHO2	-0.589474871794881	0.0416549462256851	Pleckstrin homology domain-containing family O member 2
PLGRKT	-0.802514608832951	0.0201880859617569	Plasminogen receptor (KT)
PLIN3	-0.777447435897447	0.012501738512922	Perilipin-3
PLS3	7.22613667385443	7.74659826257683e-48	Plastin-3
PLXNB2	0.79158361904225	0.00493664662814018	Plexin-B2
PMF1	-1.15848170639243	0.00132589616849475	Polyamine-modulated factor 1
PMM2	-0.660256512820521	0.0182397574412695	Phosphomannomutase 2
PMPCA	-0.774924102564107	0.000850246917916467	Mitochondrial-processing peptidase subunit alpha
PMPCB	-0.60136846153847	0.0104800814116288	Mitochondrial-processing peptidase subunit beta
PMVK	-1.26005056410258	7.86046766615945e-07	Phosphomevalonate kinase
PNISR	-0.916985025641026	0.00171067539666352	Arginine/serine-rich protein PNISR
PNKP	-0.539086564102561	0.00844522993583094	Bifunctional polynucleotide phosphatase/kinase
PNN	-0.584907076923077	0.00271053217389448	Pinin
PNO1	-0.483250564102567	0.0396020304187595	RNA-binding protein PNO1
PNPLA6	1.72438211034093	1.42484123834957e-08	Neuropathy target esterase
PNPO	-1.14772123076923	0.000737225955428023	Pyridoxine-5'-phosphate oxidase
POFUT1	-1.03274753846154	8.30093960663153e-05	GDP-fucose protein O-fucosyltransferase 1
POGZ	-0.451138974358976	0.0364982631302941	Pogo transposable element with ZNF domain
POLA2	-1.47627225341487	3.99002592063941e-05	DNA polymerase alpha subunit B
POLB	0.720527177730782	0.021089395280847	DNA polymerase beta
POLD1	-1.13841353846153	1.34460165823003e-05	DNA polymerase delta catalytic subunit
POLD2	-1.3997617948718	2.12218764644135e-05	DNA polymerase delta subunit 2
POLDIP3	-0.957040717948722	6.55474354337893e-05	Polymerase delta-interacting protein 3
POLG2	1.35431727650221	3.20212156990685e-05	DNA polymerase subunit gamma-2, mitochondrial
POLR1B	0.613588228153192	0.0591887966014933	DNA-directed RNA polymerase I subunit RPA2
POLR1D	-0.712479076923072	0.0407803486388245	DNA-directed RNA polymerases I and III subunit RPAC2
POLR1E	-1.42227898529973	2.07126517692985e-05	DNA-directed RNA polymerase I subunit RPA49
POLR2A	-0.509817128205134	0.0139252558763977	DNA-directed RNA polymerase II subunit RPB1
POLR2B	1.2006627179487	1.01375510136829e-08	DNA-directed RNA polymerase II subunit RPB2
POLR2C	-0.708202307692311	0.0016527846078515	DNA-directed RNA polymerase II subunit RPB3
POLR2E	-1.1924937948718	3.34446772195242e-06	DNA-directed RNA polymerases I, II, and III subunit RPABC1
POLR2G	-0.69640492307693	0.00094166295195956	DNA-directed RNA polymerase II subunit RPB7
POLR2H	-0.907659948717953	3.33129012749942e-05	DNA-directed RNA polymerases I, II, and III subunit RPABC3
POLR2L	-1.29056912820514	6.91219631178771e-05	DNA-directed RNA polymerases I, II, and III subunit RPABC5
POLR3A	-1.32479593919794	5.95703052895665e-06	DNA-directed RNA polymerase III subunit RPC1
POLRMT	-0.623332493682428	0.0489098009782808	DNA-directed RNA polymerase, mitochondrial
POM121C	-1.05373330554882	0.000862098091648535	Nuclear envelope pore membrane protein POM 121C
POMP	-1.9799210856647	9.04987061249911e-09	Proteasome maturation protein
POP1	-3.24477020512821	3.35559850689345e-17	Ribonucleases P/MRP protein subunit POP1
POR	-0.655910615384627	0.0207600531640553	NADPH--cytochrome P450 reductase
POTEI	3.96300394871793	6.76823818404093e-29	POTE ankyrin domain family member I
POU2F2	-2.98536112256421	6.43506807008668e-18	POU domain, class 2, transcription factor 2
PPA1	-0.599841128205131	0.0569998500190016	Inorganic pyrophosphatase
PPAT	-0.785885846153846	0.00714005202074211	Amidophosphoribosyltransferase
PPCDC	-2.22564984975446	1.04587854419656e-12	Phosphopantothenoylcysteine decarboxylase
PPCS	-0.590052871794867	0.00421566691347855	Phosphopantothenate--cysteine ligase
PPHLN1	-2.38719794871795	6.51491917208551e-13	Periphilin-1
PPID	-0.454185487179483	0.0792764866377048	Peptidyl-prolyl cis-trans isomerase D
PPIE	-1.25418076923077	6.35813872563323e-08	Peptidyl-prolyl cis-trans isomerase E
PPIG	-0.752944256410265	0.00301233721727138	Peptidyl-prolyl cis-trans isomerase G
PPIH	-0.435748205128203	0.00427344389945228	Peptidyl-prolyl cis-trans isomerase H
PPIL2	-0.60486033321415	0.0347158318166391	Peptidyl-prolyl cis-trans isomerase-like 2
PPIL3	-1.15707138461539	2.70704107892577e-05	Peptidyl-prolyl cis-trans isomerase-like 3
